trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,rep,response_mode,model,temperature,seed,letter,chose_gamble,raw,discarded,latency_s,ts_utc
1753,29,neutral,0,79,81,0.83,0.851,3,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.685,2026-07-04T21:37:25+00:00
516,8,gain,0,62,263,0.33,1.3998,4,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.658,2026-07-04T21:37:26+00:00
523,8,mixed,62,62,263,0.33,1.3998,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.557,2026-07-04T21:37:26+00:00
2274,37,mixed,151,151,252,0.68,1.1348,3,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.555,2026-07-04T21:37:27+00:00
1765,29,gain,0,79,81,0.83,0.851,1,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.764,2026-07-04T21:37:28+00:00
602,10,neutral,0,111,278,0.58,1.4526,0,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.529,2026-07-04T21:37:28+00:00
1311,21,mixed,106,106,206,0.73,1.4187,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,1.098,2026-07-04T21:37:29+00:00
198,3,neutral,0,46,158,0.33,1.1335,4,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.562,2026-07-04T21:37:30+00:00
631,10,gain,0,111,278,0.58,1.4526,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.595,2026-07-04T21:37:31+00:00
1654,27,gain,0,166,433,0.53,1.3825,3,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.511,2026-07-04T21:37:31+00:00
2458,29,dominant,0,79,108,1.0,1.3671,4,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,1.784,2026-07-04T21:37:33+00:00
435,7,neutral,0,63,98,0.64,0.9956,3,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.748,2026-07-04T21:37:34+00:00
1385,23,neutral,0,91,626,0.23,1.5822,1,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.671,2026-07-04T21:37:35+00:00
69,1,neutral,0,58,116,0.66,1.32,2,True,1,text,claude-haiku-4-5-20251001,1.0,42,B,1,B,0,0.554,2026-07-04T21:37:35+00:00
1158,19,neutral,0,64,122,0.49,0.9341,4,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.54,2026-07-04T21:37:36+00:00
2266,37,mixed,151,151,252,0.68,1.1348,1,False,0,text,claude-haiku-4-5-20251001,1.0,42,A,1,A,0,0.478,2026-07-04T21:37:36+00:00
1900,31,mixed,51,51,151,0.29,0.8586,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.558,2026-07-04T21:37:37+00:00
1534,25,gain,0,124,207,0.76,1.2687,3,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,4.141,2026-07-04T21:37:41+00:00
1169,19,gain,0,64,122,0.49,0.9341,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.548,2026-07-04T21:37:42+00:00
1572,26,neutral,0,59,151,0.36,0.9214,3,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.877,2026-07-04T21:37:43+00:00
168,2,mixed,162,162,661,0.26,1.0609,2,True,0,text,claude-haiku-4-5-20251001,1.0,42,A,0,A,0,0.782,2026-07-04T21:37:44+00:00
654,10,mixed,111,111,278,0.58,1.4526,3,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.742,2026-07-04T21:37:44+00:00
2317,38,gain,0,183,609,0.38,1.2646,4,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.587,2026-07-04T21:37:46+00:00
782,13,neutral,0,72,88,0.64,0.7822,0,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,1.049,2026-07-04T21:37:47+00:00
764,12,mixed,164,164,541,0.38,1.2535,1,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.784,2026-07-04T21:37:48+00:00
1230,20,gain,0,186,266,0.63,0.901,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,1.12,2026-07-04T21:37:49+00:00
956,15,mixed,82,82,113,0.74,1.0198,4,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.833,2026-07-04T21:37:50+00:00
504,8,gain,0,62,263,0.33,1.3998,1,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.734,2026-07-04T21:37:51+00:00
1588,26,gain,0,59,151,0.36,0.9214,2,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.571,2026-07-04T21:37:51+00:00
171,2,mixed,162,162,661,0.26,1.0609,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.647,2026-07-04T21:37:52+00:00
36,0,gain,0,186,984,0.26,1.3755,4,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.548,2026-07-04T21:37:53+00:00
709,11,mixed,54,54,68,0.81,1.02,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.072,2026-07-04T21:37:54+00:00
2433,16,dominant,0,139,191,1.0,1.3741,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.554,2026-07-04T21:37:55+00:00
1280,21,gain,0,106,206,0.73,1.4187,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.539,2026-07-04T21:37:55+00:00
740,12,gain,0,164,541,0.38,1.2535,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.875,2026-07-04T21:37:56+00:00
2142,35,mixed,91,91,133,0.68,0.9938,0,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,1.279,2026-07-04T21:37:57+00:00
1877,31,neutral,0,51,151,0.29,0.8586,4,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.039,2026-07-04T21:37:59+00:00
2325,38,mixed,183,183,609,0.38,1.2646,1,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.594,2026-07-04T21:37:59+00:00
773,12,mixed,164,164,541,0.38,1.2535,3,True,1,text,claude-haiku-4-5-20251001,1.0,42,B,1,B,0,0.43,2026-07-04T21:38:00+00:00
2275,37,mixed,151,151,252,0.68,1.1348,3,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.979,2026-07-04T21:38:01+00:00
2085,34,mixed,52,52,96,0.63,1.1631,1,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.177,2026-07-04T21:38:02+00:00
463,7,mixed,63,63,98,0.64,0.9956,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.669,2026-07-04T21:38:03+00:00
1317,21,mixed,106,106,206,0.73,1.4187,4,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.562,2026-07-04T21:38:03+00:00
2357,39,neutral,0,178,567,0.32,1.0193,4,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.554,2026-07-04T21:38:04+00:00
106,1,mixed,58,58,116,0.66,1.32,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,2.057,2026-07-04T21:38:06+00:00
1680,28,neutral,0,132,181,0.76,1.0421,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.792,2026-07-04T21:38:07+00:00
1014,16,mixed,139,139,234,0.6,1.0101,3,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.636,2026-07-04T21:38:08+00:00
37,0,gain,0,186,984,0.26,1.3755,4,True,1,text,claude-haiku-4-5-20251001,1.0,42,B,1,B,0,0.473,2026-07-04T21:38:08+00:00
2089,34,mixed,52,52,96,0.63,1.1631,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.56,2026-07-04T21:38:09+00:00
224,3,mixed,46,46,158,0.33,1.1335,1,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.629,2026-07-04T21:38:09+00:00
2175,36,neutral,0,98,227,0.47,1.0887,3,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.584,2026-07-04T21:38:10+00:00
2319,38,gain,0,183,609,0.38,1.2646,4,False,1,text,claude-haiku-4-5-20251001,1.0,42,B,0,B,0,0.656,2026-07-04T21:38:11+00:00
2072,34,gain,0,52,96,0.63,1.1631,3,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.871,2026-07-04T21:38:12+00:00
1449,24,neutral,0,168,214,0.76,0.9681,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.646,2026-07-04T21:38:12+00:00
1488,24,mixed,168,168,214,0.76,0.9681,2,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.563,2026-07-04T21:38:13+00:00
70,1,neutral,0,58,116,0.66,1.32,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.541,2026-07-04T21:38:14+00:00
120,2,neutral,0,162,661,0.26,1.0609,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.947,2026-07-04T21:38:15+00:00
49,0,mixed,186,186,984,0.26,1.3755,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.176,2026-07-04T21:38:16+00:00
1276,21,neutral,0,106,206,0.73,1.4187,4,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,1.01,2026-07-04T21:38:17+00:00
1265,21,neutral,0,106,206,0.73,1.4187,1,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.66,2026-07-04T21:38:18+00:00
1861,31,neutral,0,51,151,0.29,0.8586,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.659,2026-07-04T21:38:18+00:00
1329,22,neutral,0,81,163,0.72,1.4489,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.73,2026-07-04T21:38:19+00:00
251,4,neutral,0,29,71,0.55,1.3466,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.679,2026-07-04T21:38:20+00:00
1371,22,mixed,81,81,163,0.72,1.4489,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.571,2026-07-04T21:38:20+00:00
1353,22,gain,0,81,163,0.72,1.4489,3,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.61,2026-07-04T21:38:21+00:00
149,2,gain,0,162,661,0.26,1.0609,2,True,1,text,claude-haiku-4-5-20251001,1.0,42,B,1,B,0,0.505,2026-07-04T21:38:22+00:00
845,14,neutral,0,81,201,0.68,1.6874,1,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.572,2026-07-04T21:38:22+00:00
1643,27,gain,0,166,433,0.53,1.3825,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.641,2026-07-04T21:38:23+00:00
1266,21,neutral,0,106,206,0.73,1.4187,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.508,2026-07-04T21:38:24+00:00
913,15,neutral,0,82,113,0.74,1.0198,3,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.787,2026-07-04T21:38:24+00:00
162,2,mixed,162,162,661,0.26,1.0609,0,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.517,2026-07-04T21:38:25+00:00
579,9,gain,0,49,153,0.26,0.8118,4,False,1,text,claude-haiku-4-5-20251001,1.0,42,B,0,B,0,0.626,2026-07-04T21:38:26+00:00
1915,31,mixed,51,51,151,0.29,0.8586,3,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.652,2026-07-04T21:38:26+00:00
399,6,gain,0,94,101,0.71,0.7629,4,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.541,2026-07-04T21:38:27+00:00
1313,21,mixed,106,106,206,0.73,1.4187,3,True,1,text,claude-haiku-4-5-20251001,1.0,42,B,1,B,0,1.055,2026-07-04T21:38:28+00:00
2039,33,mixed,142,142,446,0.53,1.6646,4,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.621,2026-07-04T21:38:29+00:00
1484,24,mixed,168,168,214,0.76,0.9681,1,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.526,2026-07-04T21:38:29+00:00
2203,36,mixed,98,98,227,0.47,1.0887,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.697,2026-07-04T21:38:30+00:00
107,1,mixed,58,58,116,0.66,1.32,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.619,2026-07-04T21:38:31+00:00
191,3,neutral,0,46,158,0.33,1.1335,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.542,2026-07-04T21:38:31+00:00
1247,20,mixed,186,186,266,0.63,0.901,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.902,2026-07-04T21:38:32+00:00
1596,26,gain,0,59,151,0.36,0.9214,4,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.632,2026-07-04T21:38:33+00:00
2326,38,mixed,183,183,609,0.38,1.2646,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.554,2026-07-04T21:38:34+00:00
1220,20,gain,0,186,266,0.63,0.901,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.658,2026-07-04T21:38:34+00:00
1124,18,mixed,41,41,61,0.58,0.8629,1,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,3.832,2026-07-04T21:38:38+00:00
2190,36,gain,0,98,227,0.47,1.0887,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.767,2026-07-04T21:38:39+00:00
2109,35,neutral,0,91,133,0.68,0.9938,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.654,2026-07-04T21:38:40+00:00
584,9,mixed,49,49,153,0.26,0.8118,1,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.511,2026-07-04T21:38:40+00:00
2083,34,mixed,52,52,96,0.63,1.1631,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.851,2026-07-04T21:38:41+00:00
1282,21,gain,0,106,206,0.73,1.4187,0,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.614,2026-07-04T21:38:42+00:00
2339,38,mixed,183,183,609,0.38,1.2646,4,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.87,2026-07-04T21:38:43+00:00
315,5,neutral,0,162,381,0.46,1.0819,3,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.611,2026-07-04T21:38:44+00:00
848,14,neutral,0,81,201,0.68,1.6874,2,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.713,2026-07-04T21:38:44+00:00
109,1,mixed,58,58,116,0.66,1.32,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.614,2026-07-04T21:38:45+00:00
1201,20,neutral,0,186,266,0.63,0.901,0,True,1,text,claude-haiku-4-5-20251001,1.0,42,B,1,B,0,1.612,2026-07-04T21:38:47+00:00
323,5,gain,0,162,381,0.46,1.0819,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.635,2026-07-04T21:38:47+00:00
551,9,neutral,0,49,153,0.26,0.8118,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.579,2026-07-04T21:38:48+00:00
660,11,neutral,0,54,68,0.81,1.02,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.762,2026-07-04T21:38:49+00:00
1500,25,neutral,0,124,207,0.76,1.2687,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.589,2026-07-04T21:38:49+00:00
2360,39,gain,0,178,567,0.32,1.0193,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.532,2026-07-04T21:38:50+00:00
1227,20,gain,0,186,266,0.63,0.901,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,1.016,2026-07-04T21:38:51+00:00
687,11,gain,0,54,68,0.81,1.02,1,False,1,text,claude-haiku-4-5-20251001,1.0,42,B,0,B,0,0.447,2026-07-04T21:38:52+00:00
1167,19,gain,0,64,122,0.49,0.9341,1,False,1,text,claude-haiku-4-5-20251001,1.0,42,B,0,B,0,0.719,2026-07-04T21:38:52+00:00
1188,19,mixed,64,64,122,0.49,0.9341,2,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.868,2026-07-04T21:38:53+00:00
2174,36,neutral,0,98,227,0.47,1.0887,3,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.554,2026-07-04T21:38:54+00:00
1886,31,gain,0,51,151,0.29,0.8586,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.556,2026-07-04T21:38:55+00:00
2034,33,mixed,142,142,446,0.53,1.6646,3,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.556,2026-07-04T21:38:55+00:00
1594,26,gain,0,59,151,0.36,0.9214,3,False,0,text,claude-haiku-4-5-20251001,1.0,42,B,0,B,0,0.923,2026-07-04T21:38:56+00:00
2387,39,mixed,178,178,567,0.32,1.0193,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.675,2026-07-04T21:38:57+00:00
165,2,mixed,162,162,661,0.26,1.0609,1,True,1,text,claude-haiku-4-5-20251001,1.0,42,B,1,B,0,0.581,2026-07-04T21:38:58+00:00
456,7,gain,0,63,98,0.64,0.9956,4,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.762,2026-07-04T21:38:58+00:00
1650,27,gain,0,166,433,0.53,1.3825,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.634,2026-07-04T21:38:59+00:00
2009,33,gain,0,142,446,0.53,1.6646,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.575,2026-07-04T21:39:00+00:00
1476,24,gain,0,168,214,0.76,0.9681,4,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.847,2026-07-04T21:39:01+00:00
2392,39,mixed,178,178,567,0.32,1.0193,3,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.585,2026-07-04T21:39:01+00:00
2432,16,dominant,0,139,191,1.0,1.3741,2,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.731,2026-07-04T21:39:02+00:00
1810,30,neutral,0,149,447,0.26,0.78,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.896,2026-07-04T21:39:03+00:00
1894,31,gain,0,51,151,0.29,0.8586,3,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.661,2026-07-04T21:39:04+00:00
1576,26,neutral,0,59,151,0.36,0.9214,4,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.756,2026-07-04T21:39:04+00:00
620,10,gain,0,111,278,0.58,1.4526,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.559,2026-07-04T21:39:05+00:00
26,0,gain,0,186,984,0.26,1.3755,1,False,0,text,claude-haiku-4-5-20251001,1.0,42,B,0,B,0,0.558,2026-07-04T21:39:06+00:00
544,9,neutral,0,49,153,0.26,0.8118,1,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.046,2026-07-04T21:39:07+00:00
1218,20,neutral,0,186,266,0.63,0.901,4,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.538,2026-07-04T21:39:07+00:00
777,12,mixed,164,164,541,0.38,1.2535,4,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.601,2026-07-04T21:39:08+00:00
1717,28,gain,0,132,181,0.76,1.0421,4,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.567,2026-07-04T21:39:09+00:00
1999,33,neutral,0,142,446,0.53,1.6646,4,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.635,2026-07-04T21:39:09+00:00
1005,16,mixed,139,139,234,0.6,1.0101,1,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.57,2026-07-04T21:39:10+00:00
1367,22,mixed,81,81,163,0.72,1.4489,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,1.691,2026-07-04T21:39:12+00:00
2341,39,neutral,0,178,567,0.32,1.0193,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.546,2026-07-04T21:39:12+00:00
1858,30,mixed,149,149,447,0.26,0.78,4,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.664,2026-07-04T21:39:13+00:00
187,3,neutral,0,46,158,0.33,1.1335,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.614,2026-07-04T21:39:14+00:00
254,4,neutral,0,29,71,0.55,1.3466,3,False,0,text,claude-haiku-4-5-20251001,1.0,42,A,1,A,0,0.511,2026-07-04T21:39:14+00:00
1375,22,mixed,81,81,163,0.72,1.4489,3,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.535,2026-07-04T21:39:15+00:00
1441,24,neutral,0,168,214,0.76,0.9681,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.978,2026-07-04T21:39:16+00:00
2397,39,mixed,178,178,567,0.32,1.0193,4,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.533,2026-07-04T21:39:17+00:00
1013,16,mixed,139,139,234,0.6,1.0101,3,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.694,2026-07-04T21:39:17+00:00
2331,38,mixed,183,183,609,0.38,1.2646,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.594,2026-07-04T21:39:18+00:00
2055,34,neutral,0,52,96,0.63,1.1631,3,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.523,2026-07-04T21:39:19+00:00
1456,24,neutral,0,168,214,0.76,0.9681,4,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.561,2026-07-04T21:39:19+00:00
559,9,neutral,0,49,153,0.26,0.8118,4,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,5.715,2026-07-04T21:39:25+00:00
65,1,neutral,0,58,116,0.66,1.32,1,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.532,2026-07-04T21:39:25+00:00
38,0,gain,0,186,984,0.26,1.3755,4,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.544,2026-07-04T21:39:26+00:00
2442,21,dominant,0,106,149,1.0,1.4057,1,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.655,2026-07-04T21:39:27+00:00
2215,36,mixed,98,98,227,0.47,1.0887,3,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,1.623,2026-07-04T21:39:28+00:00
1714,28,gain,0,132,181,0.76,1.0421,3,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,1.023,2026-07-04T21:39:30+00:00
952,15,mixed,82,82,113,0.74,1.0198,3,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.501,2026-07-04T21:39:30+00:00
749,12,gain,0,164,541,0.38,1.2535,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.648,2026-07-04T21:39:31+00:00
566,9,gain,0,49,153,0.26,0.8118,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,5.742,2026-07-04T21:39:37+00:00
252,4,neutral,0,29,71,0.55,1.3466,3,True,0,text,claude-haiku-4-5-20251001,1.0,42,B,1,B,0,0.47,2026-07-04T21:39:37+00:00
2021,33,mixed,142,142,446,0.53,1.6646,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.747,2026-07-04T21:39:38+00:00
1525,25,gain,0,124,207,0.76,1.2687,1,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,1.068,2026-07-04T21:39:39+00:00
1735,28,mixed,132,132,181,0.76,1.0421,3,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.656,2026-07-04T21:39:40+00:00
385,6,gain,0,94,101,0.71,0.7629,1,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.656,2026-07-04T21:39:41+00:00
973,16,neutral,0,139,234,0.6,1.0101,3,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.556,2026-07-04T21:39:41+00:00
780,13,neutral,0,72,88,0.64,0.7822,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.526,2026-07-04T21:39:42+00:00
