trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,rep,response_mode,model,temperature,seed,letter,chose_gamble,raw,discarded,latency_s,ts_utc
2737,30,gain,0,149,447,0.26,0.78,1,True,1,text,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.262,0,0.0,2026-07-04T21:08:09+00:00
1910,21,neutral,0,106,206,0.73,1.4187,3,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.721,0,0.0,2026-07-04T21:08:09+00:00
1522,16,mixed,139,139,234,0.6,1.0101,3,False,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.172,0,0.0,2026-07-04T21:08:09+00:00
701,7,mixed,63,63,98,0.64,0.9956,1,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.183,0,0.0,2026-07-04T21:08:09+00:00
1833,20,gain,0,186,266,0.63,0.901,0,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.308,0,0.0,2026-07-04T21:08:09+00:00
250,2,mixed,162,162,661,0.26,1.0609,1,False,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.140,0,0.0,2026-07-04T21:08:09+00:00
2001,22,neutral,0,81,163,0.72,1.4489,3,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.729,0,0.0,2026-07-04T21:08:09+00:00
815,9,neutral,0,49,153,0.26,0.8118,0,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.279,0,0.0,2026-07-04T21:08:09+00:00
3319,36,mixed,98,98,227,0.47,1.0887,3,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.166,0,0.0,2026-07-04T21:08:09+00:00
665,7,gain,0,63,98,0.64,0.9956,0,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.398,0,0.0,2026-07-04T21:08:09+00:00
3438,38,neutral,0,183,609,0.38,1.2646,3,True,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.496,0,0.0,2026-07-04T21:08:09+00:00
3176,35,neutral,0,91,133,0.68,0.9938,4,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.404,0,0.0,2026-07-04T21:08:09+00:00
942,10,gain,0,111,278,0.58,1.4526,2,True,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.661,0,0.0,2026-07-04T21:08:09+00:00
3495,38,mixed,183,183,609,0.38,1.2646,2,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.222,0,0.0,2026-07-04T21:08:09+00:00
2510,27,mixed,166,166,433,0.53,1.3825,3,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.375,0,0.0,2026-07-04T21:08:09+00:00
1652,18,gain,0,41,61,0.58,0.8629,0,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.272,0,0.0,2026-07-04T21:08:09+00:00
1684,18,mixed,41,41,61,0.58,0.8629,0,False,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.077,0,0.0,2026-07-04T21:08:09+00:00
2341,26,neutral,0,59,151,0.36,0.9214,0,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.322,0,0.0,2026-07-04T21:08:09+00:00
696,7,mixed,63,63,98,0.64,0.9956,1,True,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.183,0,0.0,2026-07-04T21:08:09+00:00
2625,29,neutral,0,79,81,0.83,0.851,2,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.269,0,0.0,2026-07-04T21:08:09+00:00
1551,17,neutral,0,117,362,0.42,1.2995,3,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.525,0,0.0,2026-07-04T21:08:09+00:00
1272,14,neutral,0,81,201,0.68,1.6874,2,True,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.788,0,0.0,2026-07-04T21:08:09+00:00
2150,23,mixed,91,91,626,0.23,1.5822,3,True,2,text,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.301,0,0.0,2026-07-04T21:08:09+00:00
2289,25,gain,0,124,207,0.76,1.2687,1,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.655,0,0.0,2026-07-04T21:08:09+00:00
1800,20,neutral,0,186,266,0.63,0.901,0,True,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.308,0,0.0,2026-07-04T21:08:09+00:00
3298,36,gain,0,98,227,0.47,1.0887,4,False,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.433,0,0.0,2026-07-04T21:08:09+00:00
3101,34,gain,0,52,96,0.63,1.1631,1,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.529,0,0.0,2026-07-04T21:08:09+00:00
1757,19,gain,0,64,122,0.49,0.9341,2,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.329,0,0.0,2026-07-04T21:08:09+00:00
1012,11,neutral,0,54,68,0.81,1.02,3,False,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.464,0,0.0,2026-07-04T21:08:09+00:00
2090,23,neutral,0,91,626,0.23,1.5822,3,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.527,0,0.0,2026-07-04T21:08:09+00:00
2772,30,mixed,149,149,447,0.26,0.78,2,True,0,text,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.055,0,0.0,2026-07-04T21:08:09+00:00
1678,18,gain,0,41,61,0.58,0.8629,4,False,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.272,0,0.0,2026-07-04T21:08:09+00:00
3645,22,dominant,0,81,94,1.0,1.1605,3,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.679,0,0.0,2026-07-04T21:08:09+00:00
485,5,gain,0,162,381,0.46,1.0819,0,False,2,text,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.426,0,0.0,2026-07-04T21:08:09+00:00
2281,25,gain,0,124,207,0.76,1.2687,0,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.655,0,0.0,2026-07-04T21:08:09+00:00
2797,31,neutral,0,51,151,0.29,0.8586,1,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.296,0,0.0,2026-07-04T21:08:09+00:00
491,5,gain,0,162,381,0.46,1.0819,1,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.426,0,0.0,2026-07-04T21:08:09+00:00
513,5,mixed,162,162,381,0.46,1.0819,0,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.159,0,0.0,2026-07-04T21:08:09+00:00
1121,12,gain,0,164,541,0.38,1.2535,1,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.492,0,0.0,2026-07-04T21:08:09+00:00
2740,30,gain,0,149,447,0.26,0.78,1,False,1,text,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.262,0,0.0,2026-07-04T21:08:09+00:00
3322,36,mixed,98,98,227,0.47,1.0887,3,False,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.166,0,0.0,2026-07-04T21:08:09+00:00
17,0,neutral,0,186,984,0.26,1.3755,2,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.494,0,0.0,2026-07-04T21:08:09+00:00
2536,28,neutral,0,132,181,0.76,1.0421,2,False,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.472,0,0.0,2026-07-04T21:08:09+00:00
1783,19,mixed,64,64,122,0.49,0.9341,2,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.095,0,0.0,2026-07-04T21:08:09+00:00
2267,25,neutral,0,124,207,0.76,1.2687,2,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.655,0,0.0,2026-07-04T21:08:09+00:00
2148,23,mixed,91,91,626,0.23,1.5822,3,True,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.301,0,0.0,2026-07-04T21:08:09+00:00
1061,11,mixed,54,54,68,0.81,1.02,1,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.359,0,0.0,2026-07-04T21:08:09+00:00
494,5,gain,0,162,381,0.46,1.0819,2,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.426,0,0.0,2026-07-04T21:08:09+00:00
2483,27,gain,0,166,433,0.53,1.3825,3,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.608,0,0.0,2026-07-04T21:08:09+00:00
3015,33,gain,0,142,446,0.53,1.6646,2,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.704,0,0.0,2026-07-04T21:08:09+00:00
1421,15,mixed,82,82,113,0.74,1.0198,1,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.283,0,0.0,2026-07-04T21:08:09+00:00
1671,18,gain,0,41,61,0.58,0.8629,3,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.272,0,0.0,2026-07-04T21:08:09+00:00
2158,23,mixed,91,91,626,0.23,1.5822,4,False,1,text,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.301,0,0.0,2026-07-04T21:08:09+00:00
2207,24,gain,0,168,214,0.76,0.9681,2,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.395,0,0.0,2026-07-04T21:08:09+00:00
3264,36,neutral,0,98,227,0.47,1.0887,4,True,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.433,0,0.0,2026-07-04T21:08:09+00:00
2401,26,mixed,59,59,151,0.36,0.9214,0,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.082,0,0.0,2026-07-04T21:08:09+00:00
2665,29,gain,0,79,81,0.83,0.851,4,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.269,0,0.0,2026-07-04T21:08:09+00:00
1862,20,mixed,186,186,266,0.63,0.901,0,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.109,0,0.0,2026-07-04T21:08:09+00:00
2593,28,mixed,132,132,181,0.76,1.0421,2,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.331,0,0.0,2026-07-04T21:08:09+00:00
736,8,neutral,0,62,263,0.33,1.3998,2,False,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.525,0,0.0,2026-07-04T21:08:09+00:00
515,5,mixed,162,162,381,0.46,1.0819,0,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.159,0,0.0,2026-07-04T21:08:09+00:00
3677,38,dominant,0,183,205,1.0,1.1202,2,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.641,0,0.0,2026-07-04T21:08:09+00:00
1695,18,mixed,41,41,61,0.58,0.8629,2,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.077,0,0.0,2026-07-04T21:08:09+00:00
383,4,neutral,0,29,71,0.55,1.3466,3,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.601,0,0.0,2026-07-04T21:08:09+00:00
2579,28,gain,0,132,181,0.76,1.0421,4,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.472,0,0.0,2026-07-04T21:08:09+00:00
2518,27,mixed,166,166,433,0.53,1.3825,4,False,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.375,0,0.0,2026-07-04T21:08:09+00:00
2859,31,mixed,51,51,151,0.29,0.8586,1,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.070,0,0.0,2026-07-04T21:08:09+00:00
288,3,neutral,0,46,158,0.33,1.1335,3,True,0,text,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.429,0,0.0,2026-07-04T21:08:09+00:00
1305,14,gain,0,81,201,0.68,1.6874,2,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.788,0,0.0,2026-07-04T21:08:09+00:00
2615,29,neutral,0,79,81,0.83,0.851,0,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.269,0,0.0,2026-07-04T21:08:09+00:00
1993,22,neutral,0,81,163,0.72,1.4489,2,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.729,0,0.0,2026-07-04T21:08:09+00:00
1303,14,gain,0,81,201,0.68,1.6874,2,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.788,0,0.0,2026-07-04T21:08:09+00:00
3017,33,gain,0,142,446,0.53,1.6646,2,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.704,0,0.0,2026-07-04T21:08:09+00:00
3586,39,mixed,178,178,567,0.32,1.0193,2,False,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.118,0,0.0,2026-07-04T21:08:09+00:00
1420,15,mixed,82,82,113,0.74,1.0198,1,False,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.283,0,0.0,2026-07-04T21:08:09+00:00
3317,36,mixed,98,98,227,0.47,1.0887,2,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.166,0,0.0,2026-07-04T21:08:09+00:00
3049,33,mixed,142,142,446,0.53,1.6646,3,True,1,text,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.523,0,0.0,2026-07-04T21:08:09+00:00
1969,21,mixed,106,106,206,0.73,1.4187,3,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.649,0,0.0,2026-07-04T21:08:09+00:00
2444,27,neutral,0,166,433,0.53,1.3825,2,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.608,0,0.0,2026-07-04T21:08:09+00:00
3380,37,gain,0,151,252,0.68,1.1348,3,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.527,0,0.0,2026-07-04T21:08:09+00:00
2808,31,neutral,0,51,151,0.29,0.8586,3,True,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.296,0,0.0,2026-07-04T21:08:09+00:00
1440,16,neutral,0,139,234,0.6,1.0101,0,True,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.403,0,0.0,2026-07-04T21:08:09+00:00
536,5,mixed,162,162,381,0.46,1.0819,4,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.159,0,0.0,2026-07-04T21:08:09+00:00
1127,12,gain,0,164,541,0.38,1.2535,2,False,2,text,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.492,0,0.0,2026-07-04T21:08:09+00:00
978,10,mixed,111,111,278,0.58,1.4526,3,True,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.471,0,0.0,2026-07-04T21:08:09+00:00
1049,11,gain,0,54,68,0.81,1.02,4,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.464,0,0.0,2026-07-04T21:08:09+00:00
847,9,gain,0,49,153,0.26,0.8118,1,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.279,0,0.0,2026-07-04T21:08:09+00:00
2460,27,gain,0,166,433,0.53,1.3825,0,True,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.608,0,0.0,2026-07-04T21:08:09+00:00
527,5,mixed,162,162,381,0.46,1.0819,2,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.159,0,0.0,2026-07-04T21:08:09+00:00
1436,15,mixed,82,82,113,0.74,1.0198,4,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.283,0,0.0,2026-07-04T21:08:09+00:00
105,1,neutral,0,58,116,0.66,1.32,2,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.639,0,0.0,2026-07-04T21:08:09+00:00
3384,37,gain,0,151,252,0.68,1.1348,4,True,0,text,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.527,0,0.0,2026-07-04T21:08:09+00:00
121,1,gain,0,58,116,0.66,1.32,0,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.639,0,0.0,2026-07-04T21:08:09+00:00
2104,23,gain,0,91,626,0.23,1.5822,0,False,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.527,0,0.0,2026-07-04T21:08:09+00:00
3221,35,mixed,91,91,133,0.68,0.9938,1,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.206,0,0.0,2026-07-04T21:08:09+00:00
1784,19,mixed,64,64,122,0.49,0.9341,2,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.095,0,0.0,2026-07-04T21:08:09+00:00
28,0,neutral,0,186,984,0.26,1.3755,4,False,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.494,0,0.0,2026-07-04T21:08:09+00:00
1274,14,neutral,0,81,201,0.68,1.6874,2,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.788,0,0.0,2026-07-04T21:08:09+00:00
3042,33,mixed,142,142,446,0.53,1.6646,2,True,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.523,0,0.0,2026-07-04T21:08:09+00:00
702,7,mixed,63,63,98,0.64,0.9956,2,True,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.183,0,0.0,2026-07-04T21:08:09+00:00
2685,29,mixed,79,79,81,0.83,0.851,2,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.126,0,0.0,2026-07-04T21:08:09+00:00
2710,30,neutral,0,149,447,0.26,0.78,1,False,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.262,0,0.0,2026-07-04T21:08:09+00:00
897,9,mixed,49,49,153,0.26,0.8118,4,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.063,0,0.0,2026-07-04T21:08:09+00:00
2067,22,mixed,81,81,163,0.72,1.4489,4,False,0,text,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.654,0,0.0,2026-07-04T21:08:09+00:00
111,1,neutral,0,58,116,0.66,1.32,3,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.639,0,0.0,2026-07-04T21:08:09+00:00
542,6,neutral,0,94,101,0.71,0.7629,0,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.173,0,0.0,2026-07-04T21:08:09+00:00
1087,12,neutral,0,164,541,0.38,1.2535,1,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.492,0,0.0,2026-07-04T21:08:09+00:00
3446,38,neutral,0,183,609,0.38,1.2646,4,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.496,0,0.0,2026-07-04T21:08:09+00:00
651,7,neutral,0,63,98,0.64,0.9956,3,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.398,0,0.0,2026-07-04T21:08:09+00:00
2205,24,gain,0,168,214,0.76,0.9681,2,False,0,text,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.395,0,0.0,2026-07-04T21:08:09+00:00
879,9,mixed,49,49,153,0.26,0.8118,1,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.063,0,0.0,2026-07-04T21:08:09+00:00
443,4,mixed,29,29,71,0.55,1.3466,3,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.372,0,0.0,2026-07-04T21:08:09+00:00
3577,39,mixed,178,178,567,0.32,1.0193,1,True,1,text,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.118,0,0.0,2026-07-04T21:08:09+00:00
3492,38,mixed,183,183,609,0.38,1.2646,2,True,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.222,0,0.0,2026-07-04T21:08:09+00:00
44,0,gain,0,186,984,0.26,1.3755,2,True,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.494,0,0.0,2026-07-04T21:08:09+00:00
2696,29,mixed,79,79,81,0.83,0.851,4,True,2,text,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.126,0,0.0,2026-07-04T21:08:09+00:00
880,9,mixed,49,49,153,0.26,0.8118,1,False,1,text,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.063,0,0.0,2026-07-04T21:08:09+00:00
1979,21,mixed,106,106,206,0.73,1.4187,4,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.649,0,0.0,2026-07-04T21:08:09+00:00
85,0,mixed,186,186,984,0.26,1.3755,4,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,0,simulated p_gamble=0.243,0,0.0,2026-07-04T21:08:09+00:00
1083,12,neutral,0,164,541,0.38,1.2535,0,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.492,0,0.0,2026-07-04T21:08:09+00:00
71,0,mixed,186,186,984,0.26,1.3755,1,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.243,0,0.0,2026-07-04T21:08:09+00:00
2061,22,mixed,81,81,163,0.72,1.4489,3,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.654,0,0.0,2026-07-04T21:08:09+00:00
2751,30,gain,0,149,447,0.26,0.78,3,False,0,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,0,simulated p_gamble=0.262,0,0.0,2026-07-04T21:08:09+00:00
2134,23,mixed,91,91,626,0.23,1.5822,0,False,1,text,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.301,0,0.0,2026-07-04T21:08:09+00:00
1381,15,gain,0,82,113,0.74,1.0198,0,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.444,0,0.0,2026-07-04T21:08:09+00:00
1759,19,gain,0,64,122,0.49,0.9341,3,True,1,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,B,1,simulated p_gamble=0.329,0,0.0,2026-07-04T21:08:09+00:00
1985,22,neutral,0,81,163,0.72,1.4489,0,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.729,0,0.0,2026-07-04T21:08:09+00:00
3383,37,gain,0,151,252,0.68,1.1348,3,False,2,tool,"simulated-ref(alpha=0.8,lam=2.0,phi=1.0)",nan,42,A,1,simulated p_gamble=0.527,0,0.0,2026-07-04T21:08:09+00:00
