instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,model,fmt,induce,p_gamble,ab_mass,excluded,note
p2,129,4,neutral,0,29,71,0.55,1.3466,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.35756,0.50826,0,massA=0.182 massB=0.327
p2,560,18,mixed,41,41,61,0.58,0.8629,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.35758,0.85202,0,massA=0.547 massB=0.305
p2,193,6,gain,0,94,101,0.71,0.7629,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.33457,0.92239,0,massA=0.309 massB=0.614
p2,575,19,neutral,0,64,122,0.49,0.9341,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.81166,0.95615,0,massA=0.776 massB=0.18
p2,571,19,neutral,0,64,122,0.49,0.9341,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.31404,0.84939,0,massA=0.267 massB=0.583
p2,54,1,mixed,58,58,116,0.66,1.32,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.48634,0.94566,0,massA=0.486 massB=0.46
p2,1042,34,mixed,52,52,96,0.63,1.1631,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.49024,0.9368,0,massA=0.478 massB=0.459
p2,111,3,mixed,46,46,158,0.33,1.1335,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.21337,0.83865,0,massA=0.179 massB=0.66
p2,1105,36,mixed,98,98,227,0.47,1.0887,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.62428,0.93224,0,massA=0.582 massB=0.35
p2,227,7,gain,0,63,98,0.64,0.9956,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.30239,0.90194,0,massA=0.273 massB=0.629
p2,1089,36,neutral,0,98,227,0.47,1.0887,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.27047,0.60388,0,massA=0.163 massB=0.441
p2,727,24,neutral,0,168,214,0.76,0.9681,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.87016,0.96391,0,massA=0.839 massB=0.125
p2,399,13,neutral,0,72,88,0.64,0.7822,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.26817,0.67829,0,massA=0.182 massB=0.496
p2,1078,35,mixed,91,91,133,0.68,0.9938,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.73716,0.61463,0,massA=0.162 massB=0.453
p2,496,16,gain,0,139,234,0.6,1.0101,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.75202,0.88501,0,massA=0.219 massB=0.666
p2,1014,33,mixed,142,142,446,0.53,1.6646,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.58131,0.94564,0,massA=0.396 massB=0.55
p2,443,14,mixed,81,81,201,0.68,1.6874,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.63883,0.94031,0,massA=0.601 massB=0.34
p2,1224,12,dominant,0,164,181,1.0,1.1037,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.83602,0.93625,0,massA=0.154 massB=0.783
p2,41,1,gain,0,58,116,0.66,1.32,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.35756,0.85609,0,massA=0.306 massB=0.55
p2,69,2,neutral,0,162,661,0.26,1.0609,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.27825,0.61085,0,massA=0.17 massB=0.441
p2,625,20,mixed,186,186,266,0.63,0.901,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.58129,0.94533,0,massA=0.55 massB=0.396
p2,254,8,gain,0,62,263,0.33,1.3998,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.37756,0.9457,0,massA=0.589 massB=0.357
p2,528,17,gain,0,117,362,0.42,1.2995,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.66193,0.69606,0,massA=0.235 massB=0.461
p2,276,9,neutral,0,49,153,0.26,0.8118,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.82219,0.95839,0,massA=0.17 massB=0.788
p2,929,30,mixed,149,149,447,0.26,0.78,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.25982,0.68382,0,massA=0.178 massB=0.506
p2,700,23,gain,0,91,626,0.23,1.5822,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.4883,0.83809,0,massA=0.429 massB=0.409
p2,908,30,neutral,0,149,447,0.26,0.78,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.59078,0.61977,0,massA=0.254 massB=0.366
p2,809,26,mixed,59,59,151,0.36,0.9214,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.22678,0.7223,0,massA=0.164 massB=0.559
p2,207,6,mixed,94,94,101,0.71,0.7629,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.15304,0.91938,0,massA=0.141 massB=0.779
p2,216,7,neutral,0,63,98,0.64,0.9956,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.82446,0.94286,0,massA=0.166 massB=0.777
p2,601,20,neutral,0,186,266,0.63,0.901,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.52535,0.87318,0,massA=0.459 massB=0.414
p2,317,10,gain,0,111,278,0.58,1.4526,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.18713,0.90336,0,massA=0.169 massB=0.734
p2,1069,35,gain,0,91,133,0.68,0.9938,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.33981,0.57317,0,massA=0.195 massB=0.378
p2,42,1,gain,0,58,116,0.66,1.32,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.539,0.91752,0,massA=0.423 massB=0.495
p2,1035,34,gain,0,52,96,0.63,1.1631,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.80562,0.94752,0,massA=0.763 massB=0.184
p2,475,15,mixed,82,82,113,0.74,1.0198,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.62245,0.94384,0,massA=0.587 massB=0.356
p2,610,20,gain,0,186,266,0.63,0.901,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.59456,0.83659,0,massA=0.339 massB=0.497
p2,773,25,mixed,124,124,207,0.76,1.2687,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.75055,0.94287,0,massA=0.708 massB=0.235
p2,1269,34,dominant,0,52,110,1.0,2.1154,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.92387,0.96165,0,massA=0.888 massB=0.0732
p2,243,8,neutral,0,62,263,0.33,1.3998,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.35755,0.923,0,massA=0.33 massB=0.593
p2,416,13,mixed,72,72,88,0.64,0.7822,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.4961,0.92917,0,massA=0.468 massB=0.461
p2,1241,20,dominant,0,186,229,1.0,1.2312,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.67232,0.93392,0,massA=0.628 massB=0.306
p2,580,19,gain,0,64,122,0.49,0.9341,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.54288,0.836,0,massA=0.382 massB=0.454
p2,754,25,neutral,0,124,207,0.76,1.2687,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.83921,0.9596,0,massA=0.154 massB=0.805
p2,1128,37,gain,0,151,252,0.68,1.1348,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.72018,0.72088,0,massA=0.202 massB=0.519
p2,612,20,gain,0,186,266,0.63,0.901,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.44747,0.92379,0,massA=0.51 massB=0.413
p2,549,18,neutral,0,41,61,0.58,0.8629,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.55638,0.4843,0,massA=0.269 massB=0.215
p2,478,15,mixed,82,82,113,0.74,1.0198,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.73792,0.64738,0,massA=0.17 massB=0.478
p2,938,31,neutral,0,51,151,0.29,0.8586,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.63704,0.735,0,massA=0.267 massB=0.468
p2,162,5,gain,0,162,381,0.46,1.0819,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.43592,0.92462,0,massA=0.522 massB=0.403
p2,343,11,gain,0,54,68,0.81,1.02,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.22541,0.94272,0,massA=0.212 massB=0.73
p2,779,25,mixed,124,124,207,0.76,1.2687,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.39233,0.675,0,massA=0.265 massB=0.41
p2,740,24,mixed,168,168,214,0.76,0.9681,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.41301,0.89237,0,massA=0.524 massB=0.369
p2,1256,28,dominant,0,132,158,1.0,1.197,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.92164,0.92409,0,massA=0.0724 massB=0.852
p2,1159,38,gain,0,183,609,0.38,1.2646,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.26663,0.62933,0,massA=0.168 massB=0.462
p2,229,7,gain,0,63,98,0.64,0.9956,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.44938,0.51126,0,massA=0.23 massB=0.282
p2,12,0,gain,0,186,984,0.26,1.3755,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.30571,0.9304,0,massA=0.646 massB=0.284
p2,8,0,neutral,0,186,984,0.26,1.3755,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.6058,0.64888,0,massA=0.256 massB=0.393
p2,449,14,mixed,81,81,201,0.68,1.6874,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.35936,0.70725,0,massA=0.254 massB=0.453
p2,1164,38,mixed,183,183,609,0.38,1.2646,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.51368,0.94968,0,massA=0.462 massB=0.488
p2,780,26,neutral,0,59,151,0.36,0.9214,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.69926,0.8613,0,massA=0.259 massB=0.602
p2,993,33,neutral,0,142,446,0.53,1.6646,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.39605,0.92593,0,massA=0.367 massB=0.559
p2,1086,36,neutral,0,98,227,0.47,1.0887,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.73716,0.94032,0,massA=0.247 massB=0.693
p2,344,11,gain,0,54,68,0.81,1.02,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.40735,0.95456,0,massA=0.566 massB=0.389
p2,266,8,mixed,62,62,263,0.33,1.3998,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.58131,0.93213,0,massA=0.39 massB=0.542
p2,1026,34,neutral,0,52,96,0.63,1.1631,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.89106,0.94251,0,massA=0.103 massB=0.84
p2,812,27,neutral,0,166,433,0.53,1.3825,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.48244,0.9305,0,massA=0.482 massB=0.449
p2,1108,36,mixed,98,98,227,0.47,1.0887,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.74614,0.66597,0,massA=0.169 massB=0.497
p2,1262,31,dominant,0,51,73,1.0,1.4314,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.88121,0.95781,0,massA=0.114 massB=0.844
p2,184,6,neutral,0,94,101,0.71,0.7629,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.82727,0.95564,0,massA=0.165 massB=0.791
p2,660,22,neutral,0,81,163,0.72,1.4489,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.79439,0.85704,0,massA=0.176 massB=0.681
p2,586,19,gain,0,64,122,0.49,0.9341,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.65842,0.90204,0,massA=0.308 massB=0.594
p2,1155,38,gain,0,183,609,0.38,1.2646,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.69924,0.9401,0,massA=0.657 massB=0.283
p2,1211,5,dominant,0,162,206,1.0,1.2716,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.85244,0.9506,0,massA=0.81 massB=0.14
p2,796,26,gain,0,59,151,0.36,0.9214,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.66018,0.91905,0,massA=0.312 massB=0.607
p2,105,3,gain,0,46,158,0.33,1.1335,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.58887,0.93886,0,massA=0.553 massB=0.386
p2,485,16,neutral,0,139,234,0.6,1.0101,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.94057,0.9636,0,massA=0.906 massB=0.0573
p2,127,4,neutral,0,29,71,0.55,1.3466,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.47073,0.94514,0,massA=0.445 massB=0.5
p2,365,12,neutral,0,164,541,0.38,1.2535,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.86792,0.96008,0,massA=0.833 massB=0.127
p2,1196,39,mixed,178,178,567,0.32,1.0193,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.55448,0.93452,0,massA=0.416 massB=0.518
p2,695,23,neutral,0,91,626,0.23,1.5822,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.74612,0.95192,0,massA=0.71 massB=0.242
p2,426,14,neutral,0,81,201,0.68,1.6874,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.85146,0.94301,0,massA=0.14 massB=0.803
p2,251,8,gain,0,62,263,0.33,1.3998,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.22,0.86333,0,massA=0.19 massB=0.673
p2,420,14,neutral,0,81,201,0.68,1.6874,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.76349,0.84398,0,massA=0.2 massB=0.644
p2,1040,34,mixed,52,52,96,0.63,1.1631,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.43783,0.89418,0,massA=0.503 massB=0.392
p2,822,27,gain,0,166,433,0.53,1.3825,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.62063,0.93966,0,massA=0.356 massB=0.583
p2,714,23,mixed,91,91,626,0.23,1.5822,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.4883,0.93902,0,massA=0.48 massB=0.459
p2,363,12,neutral,0,164,541,0.38,1.2535,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.50583,0.91649,0,massA=0.464 massB=0.453
p2,904,30,neutral,0,149,447,0.26,0.78,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.47659,0.95634,0,massA=0.501 massB=0.456
p2,210,7,neutral,0,63,98,0.64,0.9956,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.76349,0.86456,0,massA=0.204 massB=0.66
p2,911,30,gain,0,149,447,0.26,0.78,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.16451,0.88458,0,massA=0.146 massB=0.739
p2,992,33,neutral,0,142,446,0.53,1.6646,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.49025,0.92667,0,massA=0.472 massB=0.454
p2,124,4,neutral,0,29,71,0.55,1.3466,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.66193,0.96006,0,massA=0.325 massB=0.635
p2,147,4,mixed,29,29,71,0.55,1.3466,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.18359,0.92551,0,massA=0.17 massB=0.756
p2,467,15,gain,0,82,113,0.74,1.0198,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.28777,0.9131,0,massA=0.263 massB=0.65
p2,552,18,gain,0,41,61,0.58,0.8629,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.42443,0.92378,0,massA=0.532 massB=0.392
p2,977,32,gain,0,131,236,0.57,1.0269,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.28777,0.91286,0,massA=0.263 massB=0.65
p2,310,10,gain,0,111,278,0.58,1.4526,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.62796,0.83301,0,massA=0.31 massB=0.523
p2,397,13,neutral,0,72,88,0.64,0.7822,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.5,0.95296,0,massA=0.476 massB=0.476
p2,1129,37,gain,0,151,252,0.68,1.1348,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.38861,0.58269,0,massA=0.226 massB=0.356
p2,626,20,mixed,186,186,266,0.63,0.901,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.59832,0.936,0,massA=0.376 massB=0.56
p2,662,22,neutral,0,81,163,0.72,1.4489,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.67062,0.92784,0,massA=0.306 massB=0.622
p2,943,31,gain,0,51,151,0.29,0.8586,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.22815,0.92671,0,massA=0.211 massB=0.715
p2,186,6,neutral,0,94,101,0.71,0.7629,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.88202,0.93117,0,massA=0.11 massB=0.821
p2,274,9,neutral,0,49,153,0.26,0.8118,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.68931,0.96095,0,massA=0.299 massB=0.662
p2,503,16,mixed,139,139,234,0.6,1.0101,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.55446,0.93624,0,massA=0.519 massB=0.417
p2,983,32,mixed,131,131,236,0.57,1.0269,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.66714,0.93896,0,massA=0.626 massB=0.313
p2,937,31,neutral,0,51,151,0.29,0.8586,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.38491,0.94621,0,massA=0.364 massB=0.582
p2,765,25,gain,0,124,207,0.76,1.2687,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.83223,0.94148,0,massA=0.784 massB=0.158
p2,1034,34,gain,0,52,96,0.63,1.1631,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.50782,0.9509,0,massA=0.468 massB=0.483
p2,959,31,mixed,51,51,151,0.29,0.8586,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.25534,0.69457,0,massA=0.177 massB=0.517
p2,272,9,neutral,0,49,153,0.26,0.8118,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.61695,0.93672,0,massA=0.359 massB=0.578
p2,368,12,neutral,0,164,541,0.38,1.2535,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.82839,0.79806,0,massA=0.137 massB=0.661
p2,279,9,neutral,0,49,153,0.26,0.8118,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.25982,0.58568,0,massA=0.152 massB=0.434
p2,522,17,gain,0,117,362,0.42,1.2995,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.48049,0.93401,0,massA=0.485 massB=0.449
p2,1130,37,mixed,151,151,252,0.68,1.1348,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.46686,0.86977,0,massA=0.464 massB=0.406
p2,332,11,neutral,0,54,68,0.81,1.02,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.61879,0.92747,0,massA=0.354 massB=0.574
p2,737,24,gain,0,168,214,0.76,0.9681,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.30239,0.91387,0,massA=0.276 massB=0.638
p2,60,2,neutral,0,162,661,0.26,1.0609,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.69597,0.85651,0,massA=0.26 massB=0.596
p2,297,9,mixed,49,49,153,0.26,0.8118,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.17441,0.91215,0,massA=0.159 massB=0.753
p2,35,1,neutral,0,58,116,0.66,1.32,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.94229,0.95828,0,massA=0.903 massB=0.0553
p2,386,12,mixed,164,164,541,0.38,1.2535,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.57559,0.9416,0,massA=0.4 massB=0.542
p2,280,9,gain,0,49,153,0.26,0.8118,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.44941,0.83901,0,massA=0.462 massB=0.377
p2,1073,35,mixed,91,91,133,0.68,0.9938,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.59643,0.93781,0,massA=0.559 massB=0.378
p2,181,6,neutral,0,94,101,0.71,0.7629,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.5273,0.85739,0,massA=0.452 massB=0.405
p2,925,30,mixed,149,149,447,0.26,0.78,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.43397,0.94098,0,massA=0.408 massB=0.533
p2,493,16,gain,0,139,234,0.6,1.0101,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.37936,0.91606,0,massA=0.348 massB=0.569
p2,723,24,neutral,0,168,214,0.76,0.9681,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.74907,0.92518,0,massA=0.693 massB=0.232
p2,1198,39,mixed,178,178,567,0.32,1.0193,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.72798,0.66491,0,massA=0.181 massB=0.484
p2,208,6,mixed,94,94,101,0.71,0.7629,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.69926,0.58743,0,massA=0.177 massB=0.411
p2,406,13,gain,0,72,88,0.64,0.7822,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.62063,0.8965,0,massA=0.34 massB=0.556
p2,697,23,neutral,0,91,626,0.23,1.5822,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.25683,0.94131,0,massA=0.242 massB=0.7
p2,761,25,gain,0,124,207,0.76,1.2687,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.29583,0.8594,0,massA=0.254 massB=0.605
p2,1190,39,mixed,178,178,567,0.32,1.0193,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.38493,0.86031,0,massA=0.529 massB=0.331
p2,985,32,mixed,131,131,236,0.57,1.0269,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.64062,0.94956,0,massA=0.608 massB=0.341
p2,7,0,neutral,0,186,984,0.26,1.3755,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.31742,0.95083,0,massA=0.302 massB=0.649
p2,1062,35,gain,0,91,133,0.68,0.9938,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.47659,0.92727,0,massA=0.485 massB=0.442
p2,749,24,mixed,168,168,214,0.76,0.9681,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.31404,0.68217,0,massA=0.214 massB=0.468
p2,690,23,neutral,0,91,626,0.23,1.5822,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.69762,0.85897,0,massA=0.26 massB=0.599
p2,996,33,neutral,0,142,446,0.53,1.6646,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.64958,0.94256,0,massA=0.33 massB=0.612
p2,846,28,neutral,0,132,181,0.76,1.0421,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.9531,0.94972,0,massA=0.0445 massB=0.905
p2,57,1,mixed,58,58,116,0.66,1.32,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.18242,0.91479,0,massA=0.167 massB=0.748
p2,1182,39,gain,0,178,567,0.32,1.0193,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.44169,0.93146,0,massA=0.52 massB=0.411
p2,308,10,neutral,0,111,278,0.58,1.4526,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.84897,0.79209,0,massA=0.12 massB=0.672
p2,1120,37,gain,0,151,252,0.68,1.1348,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.62796,0.84155,0,massA=0.313 massB=0.528
p2,725,24,neutral,0,168,214,0.76,0.9681,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.96267,0.96447,0,massA=0.928 massB=0.036
p2,1206,3,dominant,0,46,58,1.0,1.2609,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.95663,0.94334,0,massA=0.0409 massB=0.902
p2,581,19,gain,0,64,122,0.49,0.9341,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.16026,0.88502,0,massA=0.142 massB=0.743
p2,119,3,mixed,46,46,158,0.33,1.1335,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.26359,0.68331,0,massA=0.18 massB=0.503
p2,15,0,gain,0,186,984,0.26,1.3755,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.57938,0.92967,0,massA=0.539 massB=0.391
p2,1037,34,gain,0,52,96,0.63,1.1631,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.22678,0.90525,0,massA=0.205 massB=0.7
p2,647,21,gain,0,106,206,0.73,1.4187,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.45907,0.91763,0,massA=0.421 massB=0.496
p2,1122,37,gain,0,151,252,0.68,1.1348,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.48244,0.92069,0,massA=0.477 massB=0.444
p2,1252,26,dominant,0,59,73,1.0,1.2373,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.86523,0.94771,0,massA=0.128 massB=0.82
p2,961,32,neutral,0,131,236,0.57,1.0269,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.47461,0.87699,0,massA=0.416 massB=0.461
