instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,model,fmt,p_gamble,ab_mass,excluded,note,latency_s,ts_utc
p1,117,11,risk,0,54,68,0.81,1.02,3,False,A,simulated-logprob,fewshot,0.64408,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p1,335,33,risk,0,142,446,0.53,1.6646,2,False,A,simulated-logprob,fewshot,0.80887,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p1,75,7,risk,0,63,98,0.64,0.9956,2,False,A,simulated-logprob,fewshot,0.59435,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p1,130,13,risk,0,72,88,0.64,0.7822,0,True,B,simulated-logprob,fewshot,0.35109,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p1,172,17,risk,0,117,362,0.42,1.2995,1,True,B,simulated-logprob,fewshot,0.57566,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p1,381,38,risk,0,183,609,0.38,1.2646,0,False,A,simulated-logprob,fewshot,0.50848,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p1,231,23,risk,0,91,626,0.23,1.5822,0,False,A,simulated-logprob,fewshot,0.40644,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p1,61,6,risk,0,94,101,0.71,0.7629,0,False,A,simulated-logprob,fewshot,0.32601,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p1,66,6,risk,0,94,101,0.71,0.7629,3,True,B,simulated-logprob,fewshot,0.32601,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p1,364,36,risk,0,98,227,0.47,1.0887,2,True,B,simulated-logprob,fewshot,0.5295,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p1,157,15,risk,0,82,113,0.74,1.0198,3,False,A,simulated-logprob,fewshot,0.6456,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p1,31,3,risk,0,46,158,0.33,1.1335,0,False,A,simulated-logprob,fewshot,0.39304,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,379,12,gain,0,164,541,0.38,1.2535,4,False,A,simulated-logprob,fewshot,0.50399,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,232,7,mixed,63,63,98,0.64,0.9956,1,True,B,simulated-logprob,fewshot,0.3561,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,430,14,gain,0,81,201,0.68,1.6874,0,True,B,simulated-logprob,fewshot,0.89474,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,153,5,neutral,0,162,381,0.46,1.0819,1,False,A,simulated-logprob,fewshot,0.51439,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1001,33,gain,0,142,446,0.53,1.6646,0,False,A,simulated-logprob,fewshot,0.80887,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,632,21,neutral,0,106,206,0.73,1.4187,1,True,B,simulated-logprob,fewshot,0.85551,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,546,18,neutral,0,41,61,0.58,0.8629,3,True,B,simulated-logprob,fewshot,0.42927,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,371,12,gain,0,164,541,0.38,1.2535,0,False,A,simulated-logprob,fewshot,0.50399,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,283,9,gain,0,49,153,0.26,0.8118,1,False,A,simulated-logprob,fewshot,0.20595,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,256,8,gain,0,62,263,0.33,1.3998,3,True,B,simulated-logprob,fewshot,0.48785,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1127,37,gain,0,151,252,0.68,1.1348,3,False,A,simulated-logprob,fewshot,0.71843,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,264,8,mixed,62,62,263,0.33,1.3998,2,True,B,simulated-logprob,fewshot,0.12133,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1266,33,dominant,0,142,179,1.0,1.2606,0,True,B,simulated-logprob,fewshot,0.75535,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,868,28,mixed,132,132,181,0.76,1.0421,4,True,B,simulated-logprob,fewshot,0.62929,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,711,23,mixed,91,91,626,0.23,1.5822,0,False,A,simulated-logprob,fewshot,0.11098,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,152,5,neutral,0,162,381,0.46,1.0819,1,True,B,simulated-logprob,fewshot,0.51439,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,919,30,gain,0,149,447,0.26,0.78,4,False,A,simulated-logprob,fewshot,0.19206,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,747,24,mixed,168,168,214,0.76,0.9681,3,False,A,simulated-logprob,fewshot,0.52194,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,129,4,neutral,0,29,71,0.55,1.3466,4,False,A,simulated-logprob,fewshot,0.73896,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,560,18,mixed,41,41,61,0.58,0.8629,0,True,B,simulated-logprob,fewshot,0.12464,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,193,6,gain,0,94,101,0.71,0.7629,1,False,A,simulated-logprob,fewshot,0.32601,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,575,19,neutral,0,64,122,0.49,0.9341,2,False,A,simulated-logprob,fewshot,0.43646,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,571,19,neutral,0,64,122,0.49,0.9341,0,False,A,simulated-logprob,fewshot,0.43646,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,54,1,mixed,58,58,116,0.66,1.32,2,True,B,simulated-logprob,fewshot,0.71372,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1042,34,mixed,52,52,96,0.63,1.1631,1,True,B,simulated-logprob,fewshot,0.52395,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,111,3,mixed,46,46,158,0.33,1.1335,0,False,A,simulated-logprob,fewshot,0.06039,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1105,36,mixed,98,98,227,0.47,1.0887,2,False,A,simulated-logprob,fewshot,0.14524,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,227,7,gain,0,63,98,0.64,0.9956,3,False,A,simulated-logprob,fewshot,0.59435,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1089,36,neutral,0,98,227,0.47,1.0887,4,False,A,simulated-logprob,fewshot,0.5295,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,727,24,neutral,0,168,214,0.76,0.9681,3,False,A,simulated-logprob,fewshot,0.59443,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,399,13,neutral,0,72,88,0.64,0.7822,4,False,A,simulated-logprob,fewshot,0.35109,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1078,35,mixed,91,91,133,0.68,0.9938,4,True,B,simulated-logprob,fewshot,0.43173,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,496,16,gain,0,139,234,0.6,1.0101,3,True,B,simulated-logprob,fewshot,0.58509,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1014,33,mixed,142,142,446,0.53,1.6646,2,True,B,simulated-logprob,fewshot,0.61499,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,443,14,mixed,81,81,201,0.68,1.6874,1,False,A,simulated-logprob,fewshot,0.87795,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1224,12,dominant,0,164,181,1.0,1.1037,2,True,B,simulated-logprob,fewshot,0.62382,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,41,1,gain,0,58,116,0.66,1.32,0,False,A,simulated-logprob,fewshot,0.80017,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,69,2,neutral,0,162,661,0.26,1.0609,4,False,A,simulated-logprob,fewshot,0.30303,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,625,20,mixed,186,186,266,0.63,0.901,2,False,A,simulated-logprob,fewshot,0.2224,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,254,8,gain,0,62,263,0.33,1.3998,2,True,B,simulated-logprob,fewshot,0.48785,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,528,17,gain,0,117,362,0.42,1.2995,4,True,B,simulated-logprob,fewshot,0.57566,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,276,9,neutral,0,49,153,0.26,0.8118,3,True,B,simulated-logprob,fewshot,0.20595,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,929,30,mixed,149,149,447,0.26,0.78,4,False,A,simulated-logprob,fewshot,0.01019,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,700,23,gain,0,91,626,0.23,1.5822,0,True,B,simulated-logprob,fewshot,0.40644,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,908,30,neutral,0,149,447,0.26,0.78,4,True,B,simulated-logprob,fewshot,0.19206,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,809,26,mixed,59,59,151,0.36,0.9214,4,False,A,simulated-logprob,fewshot,0.03008,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,207,6,mixed,94,94,101,0.71,0.7629,3,False,A,simulated-logprob,fewshot,0.12621,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,216,7,neutral,0,63,98,0.64,0.9956,3,True,B,simulated-logprob,fewshot,0.59435,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,601,20,neutral,0,186,266,0.63,0.901,0,False,A,simulated-logprob,fewshot,0.49435,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,317,10,gain,0,111,278,0.58,1.4526,3,False,A,simulated-logprob,fewshot,0.7971,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1069,35,gain,0,91,133,0.68,0.9938,4,False,A,simulated-logprob,fewshot,0.60854,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,42,1,gain,0,58,116,0.66,1.32,1,True,B,simulated-logprob,fewshot,0.80017,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1035,34,gain,0,52,96,0.63,1.1631,2,False,A,simulated-logprob,fewshot,0.71149,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,475,15,mixed,82,82,113,0.74,1.0198,2,False,A,simulated-logprob,fewshot,0.57156,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,610,20,gain,0,186,266,0.63,0.901,0,True,B,simulated-logprob,fewshot,0.49435,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,773,25,mixed,124,124,207,0.76,1.2687,1,False,A,simulated-logprob,fewshot,0.81989,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1269,34,dominant,0,52,110,1.0,2.1154,3,False,A,simulated-logprob,fewshot,0.95283,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,243,8,neutral,0,62,263,0.33,1.3998,1,False,A,simulated-logprob,fewshot,0.48785,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,416,13,mixed,72,72,88,0.64,0.7822,3,True,B,simulated-logprob,fewshot,0.10732,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1241,20,dominant,0,186,229,1.0,1.2312,2,False,A,simulated-logprob,fewshot,0.73533,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,580,19,gain,0,64,122,0.49,0.9341,0,True,B,simulated-logprob,fewshot,0.43646,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,754,25,neutral,0,124,207,0.76,1.2687,2,True,B,simulated-logprob,fewshot,0.81014,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1128,37,gain,0,151,252,0.68,1.1348,4,True,B,simulated-logprob,fewshot,0.71843,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,612,20,gain,0,186,266,0.63,0.901,1,True,B,simulated-logprob,fewshot,0.49435,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,549,18,neutral,0,41,61,0.58,0.8629,4,False,A,simulated-logprob,fewshot,0.42927,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,478,15,mixed,82,82,113,0.74,1.0198,4,True,B,simulated-logprob,fewshot,0.57156,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,938,31,neutral,0,51,151,0.29,0.8586,4,True,B,simulated-logprob,fewshot,0.23776,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,162,5,gain,0,162,381,0.46,1.0819,1,True,B,simulated-logprob,fewshot,0.51439,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,343,11,gain,0,54,68,0.81,1.02,1,False,A,simulated-logprob,fewshot,0.64408,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,779,25,mixed,124,124,207,0.76,1.2687,4,False,A,simulated-logprob,fewshot,0.81989,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,740,24,mixed,168,168,214,0.76,0.9681,0,True,B,simulated-logprob,fewshot,0.52194,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1256,28,dominant,0,132,158,1.0,1.197,3,True,B,simulated-logprob,fewshot,0.70953,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1159,38,gain,0,183,609,0.38,1.2646,4,False,A,simulated-logprob,fewshot,0.50848,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,229,7,gain,0,63,98,0.64,0.9956,4,False,A,simulated-logprob,fewshot,0.59435,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,12,0,gain,0,186,984,0.26,1.3755,1,True,B,simulated-logprob,fewshot,0.39488,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,8,0,neutral,0,186,984,0.26,1.3755,4,True,B,simulated-logprob,fewshot,0.39488,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,449,14,mixed,81,81,201,0.68,1.6874,4,False,A,simulated-logprob,fewshot,0.87795,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1164,38,mixed,183,183,609,0.38,1.2646,2,True,B,simulated-logprob,fewshot,0.12313,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,780,26,neutral,0,59,151,0.36,0.9214,0,True,B,simulated-logprob,fewshot,0.3154,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,993,33,neutral,0,142,446,0.53,1.6646,1,False,A,simulated-logprob,fewshot,0.80887,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1086,36,neutral,0,98,227,0.47,1.0887,3,True,B,simulated-logprob,fewshot,0.5295,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,344,11,gain,0,54,68,0.81,1.02,2,True,B,simulated-logprob,fewshot,0.64408,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,266,8,mixed,62,62,263,0.33,1.3998,3,True,B,simulated-logprob,fewshot,0.12133,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1026,34,neutral,0,52,96,0.63,1.1631,3,True,B,simulated-logprob,fewshot,0.71149,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,812,27,neutral,0,166,433,0.53,1.3825,1,True,B,simulated-logprob,fewshot,0.73404,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1108,36,mixed,98,98,227,0.47,1.0887,4,True,B,simulated-logprob,fewshot,0.14524,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1262,31,dominant,0,51,73,1.0,1.4314,1,True,B,simulated-logprob,fewshot,0.84061,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,184,6,neutral,0,94,101,0.71,0.7629,2,True,B,simulated-logprob,fewshot,0.32601,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,660,22,neutral,0,81,163,0.72,1.4489,0,True,B,simulated-logprob,fewshot,0.86092,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,586,19,gain,0,64,122,0.49,0.9341,3,True,B,simulated-logprob,fewshot,0.43646,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1155,38,gain,0,183,609,0.38,1.2646,2,False,A,simulated-logprob,fewshot,0.50848,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1211,5,dominant,0,162,206,1.0,1.2716,3,False,A,simulated-logprob,fewshot,0.76239,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,796,26,gain,0,59,151,0.36,0.9214,3,True,B,simulated-logprob,fewshot,0.3154,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,105,3,gain,0,46,158,0.33,1.1335,2,False,A,simulated-logprob,fewshot,0.39304,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,485,16,neutral,0,139,234,0.6,1.0101,2,False,A,simulated-logprob,fewshot,0.58509,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,127,4,neutral,0,29,71,0.55,1.3466,3,False,A,simulated-logprob,fewshot,0.73896,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,365,12,neutral,0,164,541,0.38,1.2535,2,False,A,simulated-logprob,fewshot,0.50399,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1196,39,mixed,178,178,567,0.32,1.0193,3,True,B,simulated-logprob,fewshot,0.03789,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,695,23,neutral,0,91,626,0.23,1.5822,2,False,A,simulated-logprob,fewshot,0.40644,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,426,14,neutral,0,81,201,0.68,1.6874,3,True,B,simulated-logprob,fewshot,0.89474,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,251,8,gain,0,62,263,0.33,1.3998,0,False,A,simulated-logprob,fewshot,0.48785,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,420,14,neutral,0,81,201,0.68,1.6874,0,True,B,simulated-logprob,fewshot,0.89474,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1040,34,mixed,52,52,96,0.63,1.1631,0,True,B,simulated-logprob,fewshot,0.52395,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,822,27,gain,0,166,433,0.53,1.3825,1,True,B,simulated-logprob,fewshot,0.73404,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,714,23,mixed,91,91,626,0.23,1.5822,2,True,B,simulated-logprob,fewshot,0.11098,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,363,12,neutral,0,164,541,0.38,1.2535,1,False,A,simulated-logprob,fewshot,0.50399,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,904,30,neutral,0,149,447,0.26,0.78,2,True,B,simulated-logprob,fewshot,0.19206,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,210,7,neutral,0,63,98,0.64,0.9956,0,True,B,simulated-logprob,fewshot,0.59435,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,911,30,gain,0,149,447,0.26,0.78,0,False,A,simulated-logprob,fewshot,0.19206,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,992,33,neutral,0,142,446,0.53,1.6646,1,True,B,simulated-logprob,fewshot,0.80887,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,124,4,neutral,0,29,71,0.55,1.3466,2,True,B,simulated-logprob,fewshot,0.73896,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,147,4,mixed,29,29,71,0.55,1.3466,3,False,A,simulated-logprob,fewshot,0.48254,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,467,15,gain,0,82,113,0.74,1.0198,3,False,A,simulated-logprob,fewshot,0.6456,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,552,18,gain,0,41,61,0.58,0.8629,1,True,B,simulated-logprob,fewshot,0.42927,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,977,32,gain,0,131,236,0.57,1.0269,3,False,A,simulated-logprob,fewshot,0.57823,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,310,10,gain,0,111,278,0.58,1.4526,0,True,B,simulated-logprob,fewshot,0.7971,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,397,13,neutral,0,72,88,0.64,0.7822,3,False,A,simulated-logprob,fewshot,0.35109,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1129,37,gain,0,151,252,0.68,1.1348,4,False,A,simulated-logprob,fewshot,0.71843,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,626,20,mixed,186,186,266,0.63,0.901,3,True,B,simulated-logprob,fewshot,0.2224,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,662,22,neutral,0,81,163,0.72,1.4489,1,True,B,simulated-logprob,fewshot,0.86092,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,943,31,gain,0,51,151,0.29,0.8586,1,False,A,simulated-logprob,fewshot,0.23776,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,186,6,neutral,0,94,101,0.71,0.7629,3,True,B,simulated-logprob,fewshot,0.32601,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,274,9,neutral,0,49,153,0.26,0.8118,2,True,B,simulated-logprob,fewshot,0.20595,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,503,16,mixed,139,139,234,0.6,1.0101,1,False,A,simulated-logprob,fewshot,0.29447,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,983,32,mixed,131,131,236,0.57,1.0269,1,False,A,simulated-logprob,fewshot,0.25479,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,937,31,neutral,0,51,151,0.29,0.8586,3,False,A,simulated-logprob,fewshot,0.23776,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,765,25,gain,0,124,207,0.76,1.2687,2,False,A,simulated-logprob,fewshot,0.81014,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1034,34,gain,0,52,96,0.63,1.1631,2,True,B,simulated-logprob,fewshot,0.71149,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,959,31,mixed,51,51,151,0.29,0.8586,4,False,A,simulated-logprob,fewshot,0.01619,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,272,9,neutral,0,49,153,0.26,0.8118,1,True,B,simulated-logprob,fewshot,0.20595,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,368,12,neutral,0,164,541,0.38,1.2535,4,True,B,simulated-logprob,fewshot,0.50399,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,279,9,neutral,0,49,153,0.26,0.8118,4,False,A,simulated-logprob,fewshot,0.20595,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,522,17,gain,0,117,362,0.42,1.2995,1,True,B,simulated-logprob,fewshot,0.57566,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1130,37,mixed,151,151,252,0.68,1.1348,0,True,B,simulated-logprob,fewshot,0.60242,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,332,11,neutral,0,54,68,0.81,1.02,1,True,B,simulated-logprob,fewshot,0.64408,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,737,24,gain,0,168,214,0.76,0.9681,3,False,A,simulated-logprob,fewshot,0.59443,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,60,2,neutral,0,162,661,0.26,1.0609,0,True,B,simulated-logprob,fewshot,0.30303,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,297,9,mixed,49,49,153,0.26,0.8118,3,False,A,simulated-logprob,fewshot,0.0123,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,35,1,neutral,0,58,116,0.66,1.32,2,False,A,simulated-logprob,fewshot,0.80017,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,386,12,mixed,164,164,541,0.38,1.2535,3,True,B,simulated-logprob,fewshot,0.11957,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,280,9,gain,0,49,153,0.26,0.8118,0,True,B,simulated-logprob,fewshot,0.20595,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1073,35,mixed,91,91,133,0.68,0.9938,1,False,A,simulated-logprob,fewshot,0.43173,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,181,6,neutral,0,94,101,0.71,0.7629,0,False,A,simulated-logprob,fewshot,0.32601,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,925,30,mixed,149,149,447,0.26,0.78,2,False,A,simulated-logprob,fewshot,0.01019,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,493,16,gain,0,139,234,0.6,1.0101,1,False,A,simulated-logprob,fewshot,0.58509,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,723,24,neutral,0,168,214,0.76,0.9681,1,False,A,simulated-logprob,fewshot,0.59443,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1198,39,mixed,178,178,567,0.32,1.0193,4,True,B,simulated-logprob,fewshot,0.03789,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,208,6,mixed,94,94,101,0.71,0.7629,4,True,B,simulated-logprob,fewshot,0.12621,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,406,13,gain,0,72,88,0.64,0.7822,3,True,B,simulated-logprob,fewshot,0.35109,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,697,23,neutral,0,91,626,0.23,1.5822,3,False,A,simulated-logprob,fewshot,0.40644,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,761,25,gain,0,124,207,0.76,1.2687,0,False,A,simulated-logprob,fewshot,0.81014,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1190,39,mixed,178,178,567,0.32,1.0193,0,True,B,simulated-logprob,fewshot,0.03789,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,985,32,mixed,131,131,236,0.57,1.0269,2,False,A,simulated-logprob,fewshot,0.25479,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,7,0,neutral,0,186,984,0.26,1.3755,3,False,A,simulated-logprob,fewshot,0.39488,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,1062,35,gain,0,91,133,0.68,0.9938,1,True,B,simulated-logprob,fewshot,0.60854,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,749,24,mixed,168,168,214,0.76,0.9681,4,False,A,simulated-logprob,fewshot,0.52194,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,690,23,neutral,0,91,626,0.23,1.5822,0,True,B,simulated-logprob,fewshot,0.40644,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,996,33,neutral,0,142,446,0.53,1.6646,3,True,B,simulated-logprob,fewshot,0.80887,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,846,28,neutral,0,132,181,0.76,1.0421,3,True,B,simulated-logprob,fewshot,0.66746,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
p2,57,1,mixed,58,58,116,0.66,1.32,3,False,A,simulated-logprob,fewshot,0.71372,0.9,0,simulated,0.0,2026-07-06T14:45:33+00:00
